Time(s),Distance(m)
14.84,0.4500
14.84,0.4700
14.84,0.4900
14.84,0.4800
14.84,0.4800
14.84,0.4700
14.84,0.4700
14.84,0.4600
14.84,0.4600
14.84,0.4500
14.84,0.4400
14.94,0.4400
14.94,0.4300
14.94,0.4300
14.94,0.4200
14.94,0.4200
14.94,0.4100
14.94,0.4200
14.94,0.4200
14.94,0.4300
14.94,0.4300
15.14,0.4300
15.14,0.4400
15.14,0.4500
15.14,0.4500
15.14,0.4600
15.14,0.4700
15.14,0.4700
15.14,0.4700
15.14,0.4900
15.14,0.4900
15.14,0.4900
15.14,0.4900
15.14,0.4800
15.14,0.4800
15.14,0.4600
15.74,0.4500
15.74,0.4400
15.94,0.4400
15.94,0.4400
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4600
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4500
15.94,0.4400
15.94,0.4400
15.94,0.4400
16.64,0.4400
16.64,0.4000
16.64,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.4000
16.84,0.3900
16.84,0.3900
16.94,0.4100
16.94,0.4000
16.94,0.4000
16.94,0.3900
16.94,0.3900
16.94,0.3900
17.14,0.4000
17.74,0.4800
17.74,0.4900
17.74,0.5000
17.74,0.5200
17.74,0.5100
17.74,0.5000
17.74,0.5000
17.74,0.5000
17.74,0.5000
17.74,0.5000
17.74,0.5000
17.74,0.4900
17.74,0.4900
17.74,0.4800
17.84,0.4700
17.84,0.4700
17.84,0.4800
17.84,0.4700
17.84,0.4700
17.84,0.4600
17.84,0.4700
17.84,0.4700
17.84,0.4700
17.84,0.4800
17.94,0.4800
17.94,0.4900
17.94,0.4800
17.94,0.4800
17.94,0.4700
17.94,0.4800
17.94,0.4800
17.94,0.4800
17.94,0.4800
17.94,0.4800
18.14,0.4900
18.14,0.4900
18.14,0.4900
18.14,0.4900
18.14,0.5000
18.14,0.5000
18.14,0.5000
18.14,0.5000
